,y,pi,i,ibar,rn,r
16,-1.8974918166515083e-06,-1.8974918166515087e-08,-1.5557835463639508e-08,3.18794599526482e-08,-1.9130496521151476e-06,-1.5557835463639508e-08
17,0.00011464532450455899,1.14645324504559e-06,2.85479744547013e-06,-1.1335667143845102e-08,0.0001175001219500291,2.85479744547013e-06
18,-7.321756833081663e-05,-7.321756833081662e-07,-1.5695265985696406e-06,2.6091260970077504e-07,-7.478709492938625e-05,-1.5695265985696406e-06
19,1.26454600336325e-06,1.2645460033632501e-08,-3.6202090603073746e-07,-3.9363455611481867e-07,9.025250973325124e-07,-3.6202090603073746e-07
20,-8.65780826527976e-05,-8.657808265279761e-07,-1.2327066712366185e-06,9.317453950833215e-07,-8.781078932403421e-05,-1.2327066712366185e-06
21,-1.4007627700996956e-05,-1.4007627700996957e-07,-1.6357893374654135e-06,-1.2855986449404895e-06,-1.5643417038462367e-05,-1.6357893374654135e-06
22,2.615413222622319e-05,2.615413222622319e-07,-4.97087026093625e-07,-1.1509403317492046e-06,2.5657045200129564e-05,-4.97087026093625e-07
23,-9.882927620759831e-05,-9.88292762075983e-07,-4.8628669363874735e-08,2.422103235826083e-06,-9.887790487696217e-05,-4.8628669363874735e-08
24,-3.1995300728335424e-05,-3.1995300728335434e-07,-1.886895874584214e-06,-1.0870133563758282e-06,-3.388219660291964e-05,-1.886895874584214e-06
25,-2.3098818934362274e-05,-2.3098818934362274e-07,-5.195841508978591e-07,5.7886322461197737e-08,-2.361840308526013e-05,-5.195841508978591e-07
26,-6.357576637582113e-05,-6.357576637582116e-07,-1.897348726089893e-07,1.3996592867865394e-06,-6.376550124843013e-05,-1.897348726089893e-07
27,-0.00011553164954323927,-1.1553164954323927e-06,-3.2295790952891805e-06,-3.412878567081986e-07,-0.00011876122863852844,-3.2295790952891805e-06
28,-0.0001384951620165359,-1.384951620165359e-06,-3.626560713876822e-06,-1.6418166346342457e-07,-0.0001421217227304127,-3.626560713876822e-06
29,-1.5217317076434345e-05,-1.5217317076434345e-07,-1.322024912605709e-07,2.4823043565028766e-07,-1.5349519567694913e-05,-1.322024912605709e-07
30,-2.6531775713902736e-05,-2.6531775713902734e-07,-3.7392030769861764e-07,2.8937408514895085e-07,-2.690569602160135e-05,-3.7392030769861764e-07
31,0.0002172420110035118,2.172420110035118e-06,5.894667885148682e-06,4.636176100608871e-07,0.00022313667888866046,5.894667885148682e-06
32,-0.00023955100693861305,-2.3955100693861307e-06,-3.925750713491385e-06,2.0630244599739412e-06,-0.00024347675765210442,-3.925750713491385e-06
33,1.2515846824190473e-05,1.2515846824190474e-07,-1.2431963425255796e-06,-1.5560925131303415e-06,1.1272650481664892e-05,-1.2431963425255796e-06
34,3.636628520767896e-05,3.636628520767896e-07,6.781684586444743e-07,-2.309886715474997e-07,3.704445366632343e-05,6.781684586444743e-07
35,0.00013244461121493645,1.3244461121493645e-06,3.5187750523231945e-06,2.0765977194978332e-07,0.00013596338626725962,3.5187750523231945e-06
36,4.980326098034644e-05,4.980326098034645e-07,3.8245969778489076e-07,-8.626218267237705e-07,5.018572067813133e-05,3.8245969778489076e-07
37,-8.232783313447741e-05,-8.23278331344774e-07,-2.093537248508792e-06,-3.5341420146856495e-08,-8.442137038298619e-05,-2.093537248508792e-06
38,-1.2707994760565854e-06,-1.2707994760565855e-08,1.2717756232161948e-06,1.3035456101176092e-06,9.76147159609348e-10,1.2717756232161948e-06
39,5.275956121154087e-05,5.275956121154087e-07,1.4756960033620497e-06,1.567069730735279e-07,5.423525721490291e-05,1.4756960033620497e-06
40,-2.8880453664655123e-05,-2.8880453664655124e-07,-2.470366034685773e-06,-1.7483546930693948e-06,-3.135081969934089e-05,-2.470366034685773e-06
41,7.514325191958974e-05,7.514325191958975e-07,1.9579218873514173e-06,7.934058936167351e-08,7.710117380694115e-05,1.9579218873514173e-06
42,-0.000181109155596971,-1.8110915559697103e-06,-5.69990985940535e-06,-1.1721809694810737e-06,-0.00018680906545637634,-5.69990985940535e-06
43,0.0001687595473629915,1.6875954736299153e-06,4.358919235055318e-06,1.3993055098053028e-07,0.0001731184665980468,4.358919235055318e-06
44,0.0001430006873128657,1.430006873128657e-06,3.767113744475609e-06,1.9209656165396613e-07,0.0001467678010573413,3.767113744475609e-06
45,-3.2510546334791343e-05,-3.251054633479135e-07,-1.0571875175934069e-06,-2.444238592236231e-07,-3.356773385238475e-05,-1.0571875175934069e-06
46,5.827827868858383e-05,5.827827868858383e-07,2.855799268787917e-06,1.3988423015733213e-06,6.113407795737173e-05,2.855799268787917e-06
47,5.4239874343178415e-06,5.4239874343178424e-08,-6.269282474990032e-07,-7.625279333569492e-07,4.797059186818838e-06,-6.269282474990032e-07
48,-8.131876167868091e-05,-8.131876167868092e-07,-1.5947672227969825e-06,4.382018191700402e-07,-8.291352890147788e-05,-1.5947672227969825e-06
49,7.459150592653454e-06,7.459150592653455e-08,1.311871248179689e-06,1.1253924833633526e-06,8.771021840833142e-06,1.311871248179689e-06
50,9.71470919960534e-05,9.71470919960534e-07,2.889496659016111e-06,4.608193591147756e-07,0.0001000365886550695,2.889496659016111e-06
51,-3.685535355890576e-05,-3.6855353558905764e-07,-1.2538981926292347e-06,-3.325143536565907e-07,-3.8109251751534994e-05,-1.2538981926292347e-06
52,-3.7478143189835066e-05,-3.747814318983507e-07,-8.879911806430481e-08,8.481544616815718e-07,-3.7566942307899366e-05,-8.879911806430481e-08
53,-8.923346872280638e-06,-8.92334687228064e-08,1.4762705828825393e-06,1.6993542546895552e-06,-7.447076289398099e-06,1.4762705828825393e-06
54,4.250173965007426e-05,4.2501739650074265e-07,8.478933575828323e-07,-2.1465013366902425e-07,4.334963300765709e-05,8.478933575828323e-07
55,0.0001237912537326938,1.2379125373269383e-06,4.0466692944930184e-06,9.518879511756725e-07,0.00012783792302718683,4.0466692944930184e-06
56,-6.208350752250613e-05,-6.208350752250612e-07,-1.3844229954301114e-06,1.6766469263254177e-07,-6.346793051793623e-05,-1.3844229954301114e-06
57,4.866344018048114e-05,4.866344018048114e-07,2.1761840878620475e-06,9.595980833500186e-07,5.083962426834318e-05,2.1761840878620475e-06
58,2.256911862489453e-05,2.2569118624894533e-07,-9.575179985263255e-07,-1.5217459641486886e-06,2.1611600626368205e-05,-9.575179985263255e-07
59,-0.0001813440964049036,-1.813440964049036e-06,-4.517142207446197e-06,1.6460202676392467e-08,-0.00018586123861234977,-4.517142207446197e-06
60,-3.9731381505004437e-05,-3.973138150500444e-07,-2.200266710264452e-06,-1.2069821726393409e-06,-4.1931648215268885e-05,-2.200266710264452e-06
61,-1.2385980315180436e-05,-1.238598031518044e-07,-8.469095284939021e-07,-5.372600206143911e-07,-1.3232889843674338e-05,-8.469095284939021e-07
62,-4.564249388075552e-06,-4.564249388075553e-08,6.072254187149815e-07,7.213316534168703e-07,-3.9570239693605705e-06,6.072254187149815e-07
63,3.1630165064087555e-05,3.163016506408756e-07,9.701782746105075e-07,1.7942414800831843e-07,3.260034333869806e-05,9.701782746105075e-07
64,-0.00019940515557044085,-1.9940515557044085e-06,-4.627149302430705e-06,3.579795868303164e-07,-0.00020403230487287154,-4.627149302430705e-06
65,4.6641355375415865e-06,4.664135537541588e-08,-3.858322337189553e-08,-1.551866118104352e-07,4.625552314169691e-06,-3.858322337189553e-08
66,-6.419963659625397e-05,-6.419963659625397e-07,-3.5679211365502015e-06,-1.962930221643852e-06,-6.776755773280416e-05,-3.5679211365502015e-06
67,-0.00014078233685193423,-1.4078233685193423e-06,-3.1615658219276132e-06,3.579925993707426e-07,-0.00014394390267386182,-3.1615658219276132e-06
68,5.088023466067934e-05,5.088023466067935e-07,1.5494083403555329e-06,2.774024738385492e-07,5.2429643001034865e-05,1.5494083403555329e-06
69,7.080281820904037e-05,7.080281820904037e-07,2.725139397479898e-06,9.550689422538886e-07,7.352795760652026e-05,2.725139397479898e-06
70,-6.26076227548436e-05,-6.260762275484361e-07,-2.7174040243599736e-06,-1.1522134554888828e-06,-6.532502677920357e-05,-2.7174040243599736e-06
71,8.219618538965385e-05,8.219618538965386e-07,2.0494427674801746e-06,-5.4618672611722275e-09,8.424562815713402e-05,2.0494427674801746e-06
72,-3.7808584524596695e-05,-3.780858452459669e-07,-3.430636519119326e-07,6.021509612029848e-07,-3.815164817650862e-05,-3.430636519119326e-07
73,6.357742401547156e-06,6.357742401547158e-08,2.911585130673307e-07,1.3221495302865177e-07,6.6489009146144865e-06,2.911585130673307e-07
74,-0.00010687169298841329,-1.0687169298841331e-06,-3.0022017111923584e-06,-3.3040938648202565e-07,-0.00010987389469960565,-3.0022017111923584e-06
75,0.00015481706895517663,1.5481706895517665e-06,3.631636684391012e-06,-2.3879003948840435e-07,0.00015844870563956764,3.631636684391012e-06
76,-0.00025893952730544813,-2.5893952730544823e-06,-7.005418332900677e-06,-5.319301502644723e-07,-0.0002659449456383488,-7.005418332900677e-06
77,-8.728809152473897e-06,-8.728809152473898e-08,-4.1645313659191795e-07,-1.9823290778007047e-07,-9.145262289065814e-06,-4.1645313659191795e-07
78,6.642698085895855e-05,6.642698085895856e-07,3.0849796457406074e-06,1.4243051242666432e-06,6.951196050469915e-05,3.0849796457406074e-06
79,-0.00019971440411870923,-1.997144041187093e-06,-3.6322504935521408e-06,1.3606096094155901e-06,-0.00020334665461226137,-3.6322504935521408e-06
80,-1.7262967634887207e-05,-1.7262967634887209e-07,-1.6839588363508788e-06,-1.2523846454786985e-06,-1.8946926471238084e-05,-1.6839588363508788e-06
81,-7.697785353608322e-06,-7.697785353608323e-08,-2.4081181687393293e-08,1.6836345215281476e-07,-7.721866535295715e-06,-2.4081181687393293e-08
82,7.908338477961308e-05,7.908338477961309e-07,3.3869157640850897e-06,1.4098311445947623e-06,8.247030054369817e-05,3.3869157640850897e-06
83,0.00012109867499679469,1.2109867499679471e-06,3.7226170629087313e-06,6.951501879888635e-07,0.0001248212920597034,3.7226170629087313e-06
84,-3.9778942197268506e-05,-3.977894219726851e-07,-6.102847365254441e-07,3.8418881840626866e-07,-4.038922693379395e-05,-6.102847365254441e-07
85,-0.00013484485012379017,-1.3484485012379019e-06,-3.6070165297963127e-06,-2.3589527670155811e-07,-0.00013845186665358648,-3.6070165297963127e-06
86,0.00013200519665375785,1.3200519665375787e-06,4.718345738954591e-06,1.4182158226106439e-06,0.00013672354239271245,4.718345738954591e-06
87,0.00011829936347622437,1.1829936347622438e-06,3.489199829404694e-06,5.317157424990844e-07,0.00012178856330562905,3.489199829404694e-06
88,-4.4573097597883864e-05,-4.457309759788387e-07,-1.6274372174541916e-06,-5.13109777507095e-07,-4.620053481533805e-05,-1.6274372174541916e-06
89,3.496187137817147e-05,3.496187137817147e-07,1.2697803060316977e-07,-7.47068753851117e-07,3.5088849408774634e-05,1.2697803060316977e-07
90,3.796336207586228e-05,3.7963362075862285e-07,2.2326133680741476e-07,-7.258227150891424e-07,3.8186623412669696e-05,2.2326133680741476e-07
91,5.569439865113623e-05,5.569439865113624e-07,9.331454931093859e-07,-4.592144731690199e-07,5.662754414424561e-05,9.331454931093859e-07
92,1.959684017498538e-05,1.9596840174985383e-07,8.239577164258166e-07,3.340367120511819e-07,2.0420797891411197e-05,8.239577164258166e-07
93,0.0001366943552123588,1.3669435521235883e-06,3.975268953778254e-06,5.579100734692832e-07,0.00014066962416613705,3.975268953778254e-06
94,-0.00017053913679202564,-1.7053913679202565e-06,-3.2568136464311788e-06,1.006664773369463e-06,-0.0001737959504384568,-3.2568136464311788e-06
95,0.0001015670321291447,1.015670321291447e-06,2.5153632099281994e-06,-2.3812593300418104e-08,0.00010408239533907289,2.5153632099281994e-06
96,3.954264335388914e-05,3.9542643353889143e-07,-1.495446332389086e-06,-2.484012416236314e-06,3.804719702150005e-05,-1.495446332389086e-06
97,-2.2832980141656677e-05,-2.2832980141656683e-07,1.1194532671687404e-06,1.6902777707101573e-06,-2.1713526874487937e-05,1.1194532671687404e-06
98,0.0001149879198006499,1.149879198006499e-06,2.3652300488454553e-06,-5.094679461707922e-07,0.00011735314984949535,2.3652300488454553e-06
99,-0.0002288321583562526,-2.2883215835625262e-06,-5.528160743743623e-06,1.9264321516269226e-07,-0.0002343603190999962,-5.528160743743623e-06
100,0.0001134336058334629,1.134336058334629e-06,2.718543240614405e-06,-1.1729690522216734e-07,0.0001161521490740773,2.718543240614405e-06
101,3.547111706886579e-05,3.54711170688658e-07,3.1366876914936664e-06,2.249909764772021e-06,3.860780476035946e-05,3.1366876914936664e-06
102,-0.00011160589938045992,-1.1160589938045991e-06,-1.707427987238351e-06,1.082719497273147e-06,-0.00011331332736769826,-1.707427987238351e-06
103,4.1398368972701316e-05,4.1398368972701314e-07,1.910886492967785e-06,8.759272686502519e-07,4.3309255465669094e-05,1.910886492967785e-06
104,-2.905298888725752e-05,-2.9052988887257524e-07,-1.3556549928740408e-06,-6.293302706926028e-07,-3.040864388013156e-05,-1.3556549928740408e-06
105,0.00025323810532483287,2.5323810532483283e-06,5.2913814816221126e-06,-1.0395711514987087e-06,0.0002585294868064549,5.2913814816221126e-06
106,0.0001802052163929971,1.8020521639299713e-06,3.3280558934854104e-06,-1.1770745163395173e-06,0.0001835332722864825,3.3280558934854104e-06
107,4.433788167219672e-05,4.433788167219673e-07,-2.688944306857606e-07,-1.3773414724906788e-06,4.406898724151096e-05,-2.688944306857606e-07
108,-7.051113034034415e-05,-7.051113034034414e-07,-1.4142538023236005e-06,3.485244561850032e-07,-7.192538414266774e-05,-1.4142538023236005e-06
109,-5.779688636156317e-05,-5.779688636156318e-07,-5.445730963375882e-07,9.003490627014912e-07,-5.834145945790076e-05,-5.445730963375882e-07
110,-3.071030915193551e-05,-3.0710309151935516e-07,-1.7946536862431034e-06,-1.0268959574447155e-06,-3.250496283817861e-05,-1.7946536862431034e-06
111,-5.6329198846034265e-05,-5.632919884603427e-07,3.057482222545564e-07,1.713978193405413e-06,-5.602345062377971e-05,3.057482222545564e-07
112,-8.839371141531643e-05,-8.839371141531644e-07,-1.8308953917337732e-06,3.789473936491375e-07,-9.022460680705019e-05,-1.8308953917337732e-06
113,-5.812121320142778e-05,-5.812121320142778e-07,-9.760143455167734e-07,4.770159845189212e-07,-5.9097227546944544e-05,-9.760143455167734e-07
114,-2.8029988378035278e-05,-2.802998837803528e-07,4.1203915296149587e-07,1.1127888624123778e-06,-2.761794922507378e-05,4.1203915296149587e-07
115,-5.108207070651637e-05,-5.108207070651638e-07,-6.063186667423139e-07,6.707331009205954e-07,-5.168838937325868e-05,-6.063186667423139e-07
116,-7.032029053469875e-05,-7.032029053469875e-07,4.6129554105987057e-07,2.2193028044273392e-06,-6.985899499363887e-05,4.6129554105987057e-07
117,-8.97900494772945e-05,-8.97900494772945e-07,-3.0991429750874344e-06,-8.54391738155072e-07,-9.288919245238192e-05,-3.0991429750874344e-06
118,0.0002479542373092015,2.4795423730920153e-06,7.089586278764509e-06,8.907303460344712e-07,0.000255043823587966,7.089586278764509e-06
119,-0.0001438313479517032,-1.438313479517032e-06,-3.4859768282853963e-06,1.0980687050718388e-07,-0.00014731732477998857,-3.4859768282853963e-06
120,-9.957083678240672e-05,-9.957083678240674e-07,-2.5706362697999355e-06,-8.136535023976733e-08,-0.00010214147305220664,-2.5706362697999355e-06
121,4.0855152344533216e-05,4.0855152344533224e-07,2.384417753427408e-06,1.3630389448140774e-06,4.3239570097960624e-05,2.384417753427408e-06
122,-3.0308486542139638e-05,-3.030848654213964e-07,-2.0495204655127616e-06,-1.2918083019592705e-06,-3.23580070076524e-05,-2.0495204655127616e-06
123,4.13604276119667e-05,4.13604276119667e-07,1.0220431746213722e-06,-1.196751567779531e-08,4.238247078658807e-05,1.0220431746213722e-06
124,7.819552450301801e-05,7.819552450301802e-07,1.7224750004835383e-06,-2.3241311209191214e-07,7.991799950350154e-05,1.7224750004835383e-06
125,0.00012295922077277678,1.229592207727768e-06,3.3021455597052476e-06,2.281650403858279e-07,0.00012626136633248203,3.3021455597052476e-06
126,7.403479307964307e-05,7.403479307964307e-07,1.1616918418449945e-06,-6.891779851460822e-07,7.519648492148806e-05,1.1616918418449945e-06
127,-9.841387560853999e-05,-9.841387560854e-07,-9.622227033191272e-07,1.4981241868943723e-06,-9.937609831185909e-05,-9.622227033191272e-07
128,0.00010828112186081166,1.0828112186081166e-06,2.6332062753531632e-06,-7.382177116712839e-08,0.00011091432813616481,2.6332062753531632e-06
129,-0.00017204959817711932,-1.7204959817711932e-06,-4.442174650456277e-06,-1.40934696028294e-07,-0.00017649177282757556,-4.442174650456277e-06
130,-1.2611341682914921e-05,-1.2611341682914924e-07,1.169211979902853e-06,1.4844955219757257e-06,-1.1442129703012067e-05,1.169211979902853e-06
131,-4.753411608708235e-05,-4.7534116087082355e-07,-2.2833033050935093e-06,-1.0949504029164502e-06,-4.9817419392175855e-05,-2.2833033050935093e-06
132,-0.00010076343319111722,-1.0076343319111722e-06,-5.3164704419260066e-06,-2.797384612148075e-06,-0.00010607990363304321,-5.3164704419260066e-06
133,5.6820827751141964e-05,5.682082775114196e-07,2.3458243216259473e-06,9.253036278473977e-07,5.91666520727679e-05,2.3458243216259473e-06
134,-1.6486275319338102e-05,-1.6486275319338105e-07,-1.8393820586200328e-06,-1.42722517563658e-06,-1.8325657377958134e-05,-1.8393820586200328e-06
135,9.96702609053712e-05,9.96702609053712e-07,2.3152120315525475e-06,-1.7654449108173252e-07,0.00010198547293692373,2.3152120315525475e-06
136,-0.00014457886616515094,-1.4457886616515094e-06,-3.6676816171161923e-06,-5.320996298741888e-08,-0.0001482465477822671,-3.6676816171161923e-06
137,8.322791756447645e-05,8.322791756447647e-07,1.4032716197315405e-06,-6.774263193803708e-07,8.463118918420798e-05,1.4032716197315405e-06
138,4.818974043806518e-05,4.818974043806518e-07,1.6042743986169074e-06,3.995308876652777e-07,4.979401483668208e-05,1.6042743986169074e-06
139,1.2186491129821988e-05,1.218649112982199e-07,4.639264008286375e-07,1.5926412258308777e-07,1.2650417530650624e-05,4.639264008286375e-07
140,-0.00013903865762806915,-1.3903865762806915e-06,-2.8423974867843e-06,6.33568953917429e-07,-0.00014188105511485344,-2.8423974867843e-06
141,-2.318928459813805e-05,-2.3189284598138054e-07,-1.9881272388443593e-06,-1.4083951238909077e-06,-2.5177411836982407e-05,-1.9881272388443593e-06
142,-0.0001527152684830081,-1.527152684830081e-06,-1.9521926434335557e-06,1.8656890686416462e-06,-0.00015466746112644163,-1.9521926434335557e-06
143,-0.0002045434032907692,-2.045434032907692e-06,-3.7217902837257523e-06,1.3917947985434774e-06,-0.00020826519357449493,-3.7217902837257523e-06
144,0.00032122152529836487,3.212215252983649e-06,6.753014812775081e-06,-1.277523319684042e-06,0.0003279745401111399,6.753014812775081e-06
145,9.291644208834051e-05,9.291644208834051e-07,4.169689915686838e-06,1.8467788634783254e-06,9.708613200402734e-05,4.169689915686838e-06
146,0.00017384378693485885,1.7384378693485886e-06,5.41549830496957e-06,1.0694036315980987e-06,0.0001792592852398284,5.41549830496957e-06
147,-4.1179922647716014e-05,-4.1179922647716015e-07,-1.7214092032684834e-06,-6.91911137075583e-07,-4.290133185098449e-05,-1.7214092032684834e-06
148,6.755859349324879e-05,6.755859349324879e-07,2.0612044678942754e-06,3.7223963056305577e-07,6.961979796114306e-05,2.0612044678942754e-06
149,6.902137679537325e-05,6.902137679537326e-07,7.20250432319714e-07,-1.0052839875646173e-06,6.974162722769296e-05,7.20250432319714e-07
150,5.7886401239083775e-05,5.788640123908378e-07,2.265180127636209e-06,8.180200966591143e-07,6.015158136671998e-05,2.265180127636209e-06
151,-1.0414006786137518e-07,-1.0414006786137519e-09,4.700891393083126e-07,4.726926410048469e-07,3.659490714469374e-07,4.700891393083126e-07
152,-2.2218946945324745e-05,-2.2218946945324745e-07,-6.058088740786884e-07,-5.0335200445569795e-08,-2.282475581940343e-05,-6.058088740786884e-07
153,-0.0002009711761175564,-2.0097117611755643e-06,-5.990050148988677e-06,-9.65770746049767e-07,-0.00020696122626654505,-5.990050148988677e-06
154,6.085209019712136e-05,6.085209019712137e-07,1.623184435443902e-07,-1.3589838113836437e-06,6.101440864066574e-05,1.623184435443902e-07
155,4.1912564709612806e-05,4.1912564709612803e-07,4.3712533467448017e-07,-6.106887830658398e-07,4.234969004428728e-05,4.3712533467448017e-07
156,0.00010766065320913452,1.0766065320913455e-06,4.128020135949663e-06,1.4365038057212994e-06,0.00011178867334508418,4.128020135949663e-06
157,-2.699174970885244e-05,-2.699174970885244e-07,-4.324591775001553e-07,2.4233456522115577e-07,-2.7424208886352592e-05,-4.324591775001553e-07
158,0.0001713359839117467,1.7133598391174675e-06,2.845234935476711e-06,-1.4381646623169574e-06,0.00017418121884722342,2.845234935476711e-06
159,-4.462940166030899e-05,-4.4629401660308996e-07,-1.2068595895559722e-07,9.950490825521276e-07,-4.475008761926458e-05,-1.2068595895559722e-07
160,-0.00012198694496952293,-1.2198694496952294e-06,-3.555776865062934e-06,-5.061032408248606e-07,-0.00012554272183458584,-3.555776865062934e-06
161,9.223207294300861e-05,9.223207294300862e-07,1.584294184405827e-06,-7.215076391693882e-07,9.381636712741443e-05,1.584294184405827e-06
162,-4.558542963602371e-05,-4.5585429636023715e-07,-1.2491963197994823e-06,-1.0956057889888944e-07,-4.683462595582319e-05,-1.2491963197994823e-06
163,-0.00012104851314103506,-1.2104851314103509e-06,-4.423517570250444e-06,-1.3973047417245671e-06,-0.0001254720307112855,-4.423517570250444e-06
164,1.1988725542488513e-05,1.1988725542488514e-07,4.936390960959401e-07,1.9392095753372725e-07,1.2482364638584454e-05,4.936390960959401e-07
165,7.267380283337866e-05,7.267380283337865e-07,2.9764114718765866e-06,1.1595664010421196e-06,7.565021430525523e-05,2.9764114718765866e-06
166,2.1576315910315612e-05,2.157631591031561e-07,2.5676469738536286e-06,2.028239076095738e-06,2.4143962884169237e-05,2.5676469738536286e-06
167,4.7894640915597144e-05,4.789464091559715e-07,1.8479239768765921e-06,6.505579539866635e-07,4.9742564892473726e-05,1.8479239768765921e-06
168,0.000399321019921417,3.993210199214171e-06,1.1548242459103112e-05,1.5652169610676837e-06,0.0004108692623805201,1.1548242459103112e-05
169,7.875612350091815e-05,7.875612350091816e-07,3.3559642302730315e-06,1.3870611427500774e-06,8.211208773119117e-05,3.3559642302730315e-06
170,0.0001489435035930636,1.4894350359306362e-06,4.232528038632024e-06,5.089404488054337e-07,0.00015317603163169562,4.232528038632024e-06
171,-0.0001940449193852805,-1.940449193852805e-06,-4.539657993984052e-06,3.1146499064796094e-07,-0.00019858457737926454,-4.539657993984052e-06
172,3.681793476153081e-05,3.681793476153081e-07,-3.1258311744673686e-07,-1.233031486485007e-06,3.650535164408407e-05,-3.1258311744673686e-07
173,7.632543112635003e-05,7.632543112635003e-07,1.082772214119875e-06,-8.253635640388757e-07,7.74082033404699e-05,1.082772214119875e-06
174,-3.551066166696551e-05,-3.551066166696552e-07,-9.372474943003423e-07,-4.9480952626204334e-08,-3.6447909161265856e-05,-9.372474943003423e-07
175,-8.64344522092089e-05,-8.643445220920891e-07,-1.163495557330588e-06,9.973657478996347e-07,-8.759794776653948e-05,-1.163495557330588e-06
176,3.9567979807811866e-05,3.956797980781187e-07,8.403606085900248e-08,-9.051634343362943e-07,3.9652015868670865e-05,8.403606085900248e-08
177,-2.988405748019907e-05,-2.9884057480199076e-07,-1.5776860853940355e-06,-8.305846483890585e-07,-3.1461743565593106e-05,-1.5776860853940355e-06
178,-5.731564610217955e-05,-5.731564610217955e-07,-2.0599121860811546e-06,-6.270210335266657e-07,-5.93755582882607e-05,-2.0599121860811546e-06
179,0.00011184451021110475,1.1184451021110476e-06,3.105546560693495e-06,3.094338054158759e-07,0.00011495005677179824,3.105546560693495e-06
180,0.00013064128529042616,1.3064128529042618e-06,2.915331543646043e-06,-3.507005886146109e-07,0.0001335566168340722,2.915331543646043e-06
181,2.9108425480187924e-05,2.9108425480187927e-07,1.1545081376219813e-06,4.2679750061728296e-07,3.0262933617809902e-05,1.1545081376219813e-06
182,-4.557107780908754e-05,-4.5571077809087537e-07,1.482923374764994e-07,1.2875692827036878e-06,-4.542278547161103e-05,1.482923374764994e-07
183,5.0287345655171716e-05,5.028734565517172e-07,1.1497260913731568e-06,-1.0745755000613591e-07,5.1437071746544865e-05,1.1497260913731568e-06
184,8.127476833298581e-05,8.127476833298582e-07,1.6710747283535922e-06,-3.6079447997105327e-07,8.29458430613394e-05,1.6710747283535922e-06
185,6.297712985700166e-05,6.297712985700166e-07,8.5066870710373e-08,-1.4893613757146684e-06,6.306219672771203e-05,8.5066870710373e-08
186,-0.00014233145987681012,-1.4233145987681016e-06,-3.0049750888687435e-06,5.533114080515105e-07,-0.00014533643496567888,-3.0049750888687435e-06
187,-3.288980205124022e-05,-3.2889802051240226e-07,-9.119756843825703e-07,-8.973063310156469e-08,-3.380177773562279e-05,-9.119756843825703e-07
188,3.439766668028594e-05,3.439766668028594e-07,1.5156664990945215e-06,6.557248320873729e-07,3.5913333179380454e-05,1.5156664990945215e-06
189,6.235982329378723e-05,6.235982329378724e-07,-1.3778184699393406e-07,-1.6967774293386147e-06,6.222204144679329e-05,-1.3778184699393406e-07
190,9.256781023675482e-05,9.256781023675482e-07,3.510384247568008e-06,1.1961889916491375e-06,9.607819448432281e-05,3.510384247568008e-06
